"Gene_name" "chromosome" "start" "end" "biotype" "band"
"IFI6" "1" 27992572 27998729 "protein_coding" "1:p36.11"
"FAM76A" "1" 28052490 28089633 "protein_coding" "1:p35.3"
"STX12" "1" 28099694 28150963 "protein_coding" "1:p35.3"
"PPP1R8" "1" 28157289 28178187 "protein_coding" "1:p35.3"
"AL109927.1" "1" 28177085 28177255 "protein_coding" "1:p35.3"
"THEMIS2" "1" 28199055 28213196 "protein_coding" "1:p35.3"
"RPA2" "1" 28218035 28241257 "protein_coding" "1:p35.3"
"SMPDL3B" "1" 28261504 28285668 "protein_coding" "1:p35.3"
"XKR8" "1" 28285973 28294607 "protein_coding" "1:p35.3"
"EYA3" "1" 28296855 28415207 "protein_coding" "1:p35.3"
"PTAFR" "1" 28473677 28520447 "protein_coding" "1:p35.3"
"DNAJC8" "1" 28525967 28559536 "protein_coding" "1:p35.3"
"AL353354.1" "1" 28527013 28527152 "protein_coding" "1:p35.3"
"AL353354.2" "1" 28527070 28527419 "protein_coding" "1:p35.3"
"ATPIF1" "1" 28562620 28573417 "protein_coding" "1:p35.3"
"SESN2" "1" 28586038 28609002 "protein_coding" "1:p35.3"
"MED18" "1" 28655513 28662476 "protein_coding" "1:p35.3"
"PHACTR4" "1" 28696114 28826881 "protein_coding" "1:p35.3"
"RCC1" "1" 28832455 28865812 "protein_coding" "1:p35.3"
"TRNAU1AP" "1" 28879597 28905051 "protein_coding" "1:p35.3"
"TAF12" "1" 28915835 28969597 "protein_coding" "1:p35.3"
"RAB42" "1" 28918712 28921955 "protein_coding" "1:p35.3"
"GMEB1" "1" 28995244 29045865 "protein_coding" "1:p35.3"
"YTHDF2" "1" 29063133 29096287 "protein_coding" "1:p35.3"
"OPRD1" "1" 29138654 29190208 "protein_coding" "1:p35.3"
"EPB41" "1" 29213603 29446553 "protein_coding" "1:p35.3"
"TMEM200B" "1" 29445940 29450447 "protein_coding" "1:p35.3"
"SRSF4" "1" 29474255 29508499 "protein_coding" "1:p35.3"
"MECR" "1" 29519385 29557454 "protein_coding" "1:p35.3"
"PTPRU" "1" 29563028 29653325 "protein_coding" "1:p35.3"
"MATN1" "1" 31184124 31196434 "protein_coding" "1:p35.2"
"LAPTM5" "1" 31205316 31230667 "protein_coding" "1:p35.2"
"SDC3" "1" 31342314 31381608 "protein_coding" "1:p35.2"
"PUM1" "1" 31404353 31538838 "protein_coding" "1:p35.2"
"NKAIN1" "1" 31652592 31712401 "protein_coding" "1:p35.2"
"SNRNP40" "1" 31732417 31769662 "protein_coding" "1:p35.2"
"ZCCHC17" "1" 31769842 31837783 "protein_coding" "1:p35.2"
"FABP3" "1" 31838472 31849697 "protein_coding" "1:p35.2"
"SERINC2" "1" 31882412 31907525 "protein_coding" "1:p35.2"
"AC114494.1" "1" 31902192 31902614 "protein_coding" "1:p35.2"
"TINAGL1" "1" 32042116 32053288 "protein_coding" "1:p35.2"
"HCRTR1" "1" 32083287 32098119 "protein_coding" "1:p35.2"
"PEF1" "1" 32095463 32110497 "protein_coding" "1:p35.2"
"COL16A1" "1" 32117848 32169920 "protein_coding" "1:p35.2"
"BAI2" "1" 32192718 32230494 "protein_coding" "1:p35.2"
"SPOCD1" "1" 32256023 32281652 "protein_coding" "1:p35.2"
"PTP4A2" "1" 32372022 32410457 "protein_coding" "1:p35.2"
"AL136115.1" "1" 32379174 32380745 "protein_coding" "1:p35.2"
"KHDRBS1" "1" 32479430 32526451 "protein_coding" "1:p35.1"
"TMEM39B" "1" 32537632 32568467 "protein_coding" "1:p35.1"
"KPNA6" "1" 32573639 32642169 "protein_coding" "1:p35.1"
"TXLNA" "1" 32645287 32663886 "protein_coding" "1:p35.1"
"CCDC28B" "1" 32665987 32670988 "protein_coding" "1:p35.1"
"IQCC" "1" 32671236 32674288 "protein_coding" "1:p35.1"
"DCDC2B" "1" 32674695 32681797 "protein_coding" "1:p35.1"
"TMEM234" "1" 32680073 32687972 "protein_coding" "1:p35.1"
"EIF3I" "1" 32687529 32697205 "protein_coding" "1:p35.1"
"FAM167B" "1" 32712834 32714457 "protein_coding" "1:p35.1"
"LCK" "1" 32716840 32751766 "protein_coding" "1:p35.1"
"HDAC1" "1" 32757687 32799236 "protein_coding" "1:p35.1"
"MARCKSL1" "1" 32799433 32801980 "protein_coding" "1:p35.1"
"TSSK3" "1" 32817122 32829913 "protein_coding" "1:p35.1"
"FAM229A" "1" 32826871 32829879 "protein_coding" "1:p35.1"
"BSDC1" "1" 32830704 32860332 "protein_coding" "1:p35.1"
"RP1-27O5.3" "1" 32930658 33066393 "protein_coding" "1:p35.1"
"ZBTB8B" "1" 32930670 32962287 "protein_coding" "1:p35.1"
"ZBTB8A" "1" 33005028 33071540 "protein_coding" "1:p35.1"
"ZBTB8OS" "1" 33065773 33116504 "protein_coding" "1:p35.1"
"RBBP4" "1" 33116743 33151812 "protein_coding" "1:p35.1"
"SYNC" "1" 33145507 33169197 "protein_coding" "1:p35.1"
"KIAA1522" "1" 33207486 33240571 "protein_coding" "1:p35.1"
"YARS" "1" 33240840 33283754 "protein_coding" "1:p35.1"
"S100PBP" "1" 33282368 33324476 "protein_coding" "1:p35.1"
"FNDC5" "1" 33327869 33338083 "protein_coding" "1:p35.1"
"HPCA" "1" 33351595 33364042 "protein_coding" "1:p35.1"
"TMEM54" "1" 33360195 33367039 "protein_coding" "1:p35.1"
"RNF19B" "1" 33402046 33430286 "protein_coding" "1:p35.1"
"FKSG48" "1" 33439268 33439642 "protein_coding" "1:p35.1"
"AK2" "1" 33473585 33546597 "protein_coding" "1:p35.1"
"ADC" "1" 33546705 33586131 "protein_coding" "1:p35.1"
"TRIM62" "1" 33611003 33647660 "protein_coding" "1:p35.1"
"ZNF362" "1" 33722146 33766320 "protein_coding" "1:p35.1"
"A3GALT2" "1" 33772367 33786699 "protein_coding" "1:p35.1"
"PHC2" "1" 33789224 33896653 "protein_coding" "1:p35.1"
"ZSCAN20" "1" 33938246 33962107 "protein_coding" "1:p35.1"
"CSMD2" "1" 33979609 34631443 "protein_coding" "1:p35.1"
"HMGB4" "1" 34326076 34330392 "protein_coding" "1:p35.1"
"C1orf94" "1" 34632484 34684732 "protein_coding" "1:p34.3"
"SMIM12" "1" 35178338 35325417 "protein_coding" "1:p34.3"
"GJB5" "1" 35220648 35224113 "protein_coding" "1:p34.3"
"GJB4" "1" 35225342 35229325 "protein_coding" "1:p34.3"
"GJB3" "1" 35246790 35251970 "protein_coding" "1:p34.3"
"GJA4" "1" 35258599 35261348 "protein_coding" "1:p34.3"
"DLGAP3" "1" 35331037 35395186 "protein_coding" "1:p34.3"
"ZMYM6" "1" 35447134 35497342 "protein_coding" "1:p34.3"
"ZMYM6NB" "1" 35447136 35450954 "protein_coding" "1:p34.3"
"ZMYM1" "1" 35525387 35581460 "protein_coding" "1:p34.3"
"SFPQ" "1" 35641979 35658749 "protein_coding" "1:p34.3"
"ZMYM4" "1" 35734568 35887659 "protein_coding" "1:p34.3"
"KIAA0319L" "1" 35899091 36023551 "protein_coding" "1:p34.3"
"NCDN" "1" 36023074 36032875 "protein_coding" "1:p34.3"
"TFAP2E" "1" 36038971 36060929 "protein_coding" "1:p34.3"
"PSMB2" "1" 36067185 36107445 "protein_coding" "1:p34.3"
"C1orf216" "1" 36179476 36185073 "protein_coding" "1:p34.3"
"CLSPN" "1" 36185819 36235568 "protein_coding" "1:p34.3"
"AGO4" "1" 36273773 36323491 "protein_coding" "1:p34.3"
"AGO1" "1" 36335409 36395211 "protein_coding" "1:p34.3"
"AGO3" "1" 36396319 36538101 "protein_coding" "1:p34.3"
"TEKT2" "1" 36549676 36553876 "protein_coding" "1:p34.3"
"ADPRHL2" "1" 36554476 36559533 "protein_coding" "1:p34.3"
"COL8A2" "1" 36560837 36590821 "protein_coding" "1:p34.3"
"TRAPPC3" "1" 36602173 36615098 "protein_coding" "1:p34.3"
"MAP7D1" "1" 36621180 36646450 "protein_coding" "1:p34.3"
"THRAP3" "1" 36690017 36770958 "protein_coding" "1:p34.3"
"SH3D21" "1" 36771988 36790484 "protein_coding" "1:p34.3"
"EVA1B" "1" 36787632 36789755 "protein_coding" "1:p34.3"
"RP11-268J15.5" "1" 36789335 36794822 "protein_coding" "1:p34.3"
"STK40" "1" 36805225 36851497 "protein_coding" "1:p34.3"
"LSM10" "1" 36856839 36863493 "protein_coding" "1:p34.3"
"OSCP1" "1" 36881428 36916086 "protein_coding" "1:p34.3"
"MRPS15" "1" 36921319 36930038 "protein_coding" "1:p34.3"
"CSF3R" "1" 36931644 36948879 "protein_coding" "1:p34.3"
"GRIK3" "1" 37261128 37499730 "protein_coding" "1:p34.3"
"ZC3H12A" "1" 37940153 37949980 "protein_coding" "1:p34.3"
"MEAF6" "1" 37958176 37980375 "protein_coding" "1:p34.3"
"SNIP1" "1" 38000050 38019903 "protein_coding" "1:p34.3"
"DNALI1" "1" 38022520 38032458 "protein_coding" "1:p34.3"
"GNL2" "1" 38032417 38061536 "protein_coding" "1:p34.3"
"RSPO1" "1" 38076951 38100595 "protein_coding" "1:p34.3"
"C1orf109" "1" 38147242 38157914 "protein_coding" "1:p34.3"
"CDCA8" "1" 38158090 38175391 "protein_coding" "1:p34.3"
"EPHA10" "1" 38179552 38230805 "protein_coding" "1:p34.3"
"MANEAL" "1" 38259474 38266809 "protein_coding" "1:p34.3"
"YRDC" "1" 38268616 38273857 "protein_coding" "1:p34.3"
"C1orf122" "1" 38272651 38275126 "protein_coding" "1:p34.3"
"MTF1" "1" 38275239 38325292 "protein_coding" "1:p34.3"
"AL929472.1" "1" 38292232 38293886 "protein_coding" "1:p34.3"
"INPP5B" "1" 38326369 38412729 "protein_coding" "1:p34.3"
"SF3A3" "1" 38422647 38456593 "protein_coding" "1:p34.3"
"FHL3" "1" 38462442 38471278 "protein_coding" "1:p34.3"
"UTP11L" "1" 38474930 38490496 "protein_coding" "1:p34.3"
"POU3F1" "1" 38509523 38512450 "protein_coding" "1:p34.3"
"RRAGC" "1" 39303870 39325495 "protein_coding" "1:p34.3"
"MYCBP" "1" 39328636 39347289 "protein_coding" "1:p34.3"
"GJA9" "1" 39330175 39347289 "protein_coding" "1:p34.3"
"RHBDL2" "1" 39351479 39407471 "protein_coding" "1:p34.3"
"AKIRIN1" "1" 39456895 39471731 "protein_coding" "1:p34.3"
"NDUFS5" "1" 39491990 39500308 "protein_coding" "1:p34.3"
"MACF1" "1" 39546988 39952849 "protein_coding" "1:p34.3"
"KIAA0754" "1" 39876151 39882154 "protein_coding" "1:p34.3"
"BMP8A" "1" 39957318 39991607 "protein_coding" "1:p34.3"
"PABPC4" "1" 40026488 40042462 "protein_coding" "1:p34.3"
"HEYL" "1" 40089825 40105617 "protein_coding" "1:p34.3"
"NT5C1A" "1" 40124793 40137710 "protein_coding" "1:p34.2"
"HPCAL4" "1" 40144320 40157361 "protein_coding" "1:p34.2"
"PPIE" "1" 40157854 40229586 "protein_coding" "1:p34.2"
"BMP8B" "1" 40222854 40254533 "protein_coding" "1:p34.2"
"OXCT2" "1" 40235195 40237020 "protein_coding" "1:p34.2"
"TRIT1" "1" 40306723 40349183 "protein_coding" "1:p34.2"
"MYCL" "1" 40361098 40367928 "protein_coding" "1:p34.2"
"MFSD2A" "1" 40420802 40435638 "protein_coding" "1:p34.2"
"CAP1" "1" 40505905 40538321 "protein_coding" "1:p34.2"
"PPT1" "1" 40538379 40563375 "protein_coding" "1:p34.2"
"RLF" "1" 40627045 40706593 "protein_coding" "1:p34.2"
"TMCO2" "1" 40711619 40717363 "protein_coding" "1:p34.2"
"ZMPSTE24" "1" 40723779 40759856 "protein_coding" "1:p34.2"
"COL9A2" "1" 40766159 40783488 "protein_coding" "1:p34.2"
"SMAP2" "1" 40810522 40888998 "protein_coding" "1:p34.2"
"ZFP69B" "1" 40915774 40929390 "protein_coding" "1:p34.2"
"ZFP69" "1" 40942887 40962015 "protein_coding" "1:p34.2"
"EXO5" "1" 40974413 40982228 "protein_coding" "1:p34.2"
"ZNF684" "1" 40997233 41013841 "protein_coding" "1:p34.2"
"RIMS3" "1" 41086351 41131329 "protein_coding" "1:p34.2"
"NFYC" "1" 41157320 41237275 "protein_coding" "1:p34.2"
"KCNQ4" "1" 41249684 41306124 "protein_coding" "1:p34.2"
"CITED4" "1" 41326729 41328018 "protein_coding" "1:p34.2"
"CTPS1" "1" 41445007 41478235 "protein_coding" "1:p34.2"
"SLFNL1" "1" 41481269 41488909 "protein_coding" "1:p34.2"
"SCMH1" "1" 41492872 41707826 "protein_coding" "1:p34.2"
"FOXO6" "1" 41827594 41849262 "protein_coding" "1:p34.2"
"EDN2" "1" 41944446 41950344 "protein_coding" "1:p34.2"
"HIVEP3" "1" 41972036 42501596 "protein_coding" "1:p34.2"
"GUCA2B" "1" 42619092 42621495 "protein_coding" "1:p34.2"
"GUCA2A" "1" 42628362 42630389 "protein_coding" "1:p34.2"
"FOXJ3" "1" 42642210 42801548 "protein_coding" "1:p34.2"
"RIMKLA" "1" 42846466 42888249 "protein_coding" "1:p34.2"
"ZMYND12" "1" 42896000 42921938 "protein_coding" "1:p34.2"
"PPCS" "1" 42921788 42939056 "protein_coding" "1:p34.2"
"CCDC30" "1" 42929001 43120335 "protein_coding" "1:p34.2"
"PPIH" "1" 43124096 43142429 "protein_coding" "1:p34.2"
"YBX1" "1" 43148098 43168020 "protein_coding" "1:p34.2"
"CLDN19" "1" 43198764 43205925 "protein_coding" "1:p34.2"
"LEPRE1" "1" 43212006 43232755 "protein_coding" "1:p34.2"
"C1orf50" "1" 43232940 43263968 "protein_coding" "1:p34.2"
"CCDC23" "1" 43272723 43282954 "protein_coding" "1:p34.2"
"ERMAP" "1" 43282795 43310660 "protein_coding" "1:p34.2"
"ZNF691" "1" 43312280 43318148 "protein_coding" "1:p34.2"
"SLC2A1" "1" 43391052 43424530 "protein_coding" "1:p34.2"
"FAM183A" "1" 43610824 43622067 "protein_coding" "1:p34.2"
"EBNA1BP2" "1" 43629846 43736607 "protein_coding" "1:p34.2"
"WDR65" "1" 43637820 43720029 "protein_coding" "1:p34.2"
"TMEM125" "1" 43735665 43739673 "protein_coding" "1:p34.2"
"C1orf210" "1" 43747554 43751288 "protein_coding" "1:p34.2"
"TIE1" "1" 43766664 43788779 "protein_coding" "1:p34.2"
"MPL" "1" 43803478 43818443 "protein_coding" "1:p34.2"
"CDC20" "1" 43824626 43828874 "protein_coding" "1:p34.2"
"ELOVL1" "1" 43829068 43833696 "protein_coding" "1:p34.2"
"MED8" "1" 43849588 43855479 "protein_coding" "1:p34.2"
"SZT2" "1" 43855553 43918321 "protein_coding" "1:p34.2"
"HYI" "1" 43916824 43919660 "protein_coding" "1:p34.2"
"PTPRF" "1" 43990858 44089343 "protein_coding" "1:p34.2"
"KDM4A" "1" 44115829 44171186 "protein_coding" "1:p34.1"
"ST3GAL3" "1" 44171495 44396831 "protein_coding" "1:p34.1"
"ARTN" "1" 44398992 44402913 "protein_coding" "1:p34.1"
"IPO13" "1" 44412611 44433694 "protein_coding" "1:p34.1"
"DPH2" "1" 44435672 44439041 "protein_coding" "1:p34.1"
"ATP6V0B" "1" 44440159 44443967 "protein_coding" "1:p34.1"
"B4GALT2" "1" 44444615 44456840 "protein_coding" "1:p34.1"
"CCDC24" "1" 44457031 44462200 "protein_coding" "1:p34.1"
"SLC6A9" "1" 44457172 44497139 "protein_coding" "1:p34.1"
"KLF17" "1" 44584522 44600812 "protein_coding" "1:p34.1"
"DMAP1" "1" 44679127 44686353 "protein_coding" "1:p34.1"
"ERI3" "1" 44686742 44820932 "protein_coding" "1:p34.1"
"RNF220" "1" 44870866 45117396 "protein_coding" "1:p34.1"
"TMEM53" "1" 45100910 45140227 "protein_coding" "1:p34.1"
"C1orf228" "1" 45140364 45191263 "protein_coding" "1:p34.1"
"KIF2C" "1" 45205490 45233439 "protein_coding" "1:p34.1"
"RPS8" "1" 45240923 45244451 "protein_coding" "1:p34.1"
"BEST4" "1" 45249257 45253377 "protein_coding" "1:p34.1"
"PLK3" "1" 45265897 45271662 "protein_coding" "1:p34.1"
"TCTEX1D4" "1" 45271585 45272957 "protein_coding" "1:p34.1"
"BTBD19" "1" 45274154 45281257 "protein_coding" "1:p34.1"
"PTCH2" "1" 45285516 45308735 "protein_coding" "1:p34.1"
"EIF2B3" "1" 45316450 45452282 "protein_coding" "1:p34.1"
"HECTD3" "1" 45468212 45477001 "protein_coding" "1:p34.1"
"UROD" "1" 45477819 45481247 "protein_coding" "1:p34.1"
"ZSWIM5" "1" 45482071 45771881 "protein_coding" "1:p34.1"
"HPDL" "1" 45792545 45794347 "protein_coding" "1:p34.1"
"MUTYH" "1" 45794835 45806142 "protein_coding" "1:p34.1"
"TOE1" "1" 45805342 45809647 "protein_coding" "1:p34.1"
"TESK2" "1" 45809555 45956872 "protein_coding" "1:p34.1"
"CCDC163P" "1" 45959538 45965751 "protein_coding" "1:p34.1"
"MMACHC" "1" 45965725 45976739 "protein_coding" "1:p34.1"
"PRDX1" "1" 45976708 45988719 "protein_coding" "1:p34.1"
"AKR1A1" "1" 46016215 46035721 "protein_coding" "1:p34.1"
"NASP" "1" 46049518 46084566 "protein_coding" "1:p34.1"
"CCDC17" "1" 46085716 46089729 "protein_coding" "1:p34.1"
"GPBP1L1" "1" 46092976 46153785 "protein_coding" "1:p34.1"
"TMEM69" "1" 46152886 46160115 "protein_coding" "1:p34.1"
"IPP" "1" 46159996 46216322 "protein_coding" "1:p34.1"
"MAST2" "1" 46252659 46501796 "protein_coding" "1:p34.1"
"PIK3R3" "1" 46505812 46642160 "protein_coding" "1:p34.1"
"TSPAN1" "1" 46640745 46651630 "protein_coding" "1:p34.1"
"POMGNT1" "1" 46654354 46685977 "protein_coding" "1:p34.1"
"LURAP1" "1" 46669006 46686933 "protein_coding" "1:p34.1"
"RAD54L" "1" 46713360 46744145 "protein_coding" "1:p34.1"
"LRRC41" "1" 46726868 46769280 "protein_coding" "1:p34.1"
"UQCRH" "1" 46769303 46782448 "protein_coding" "1:p34.1"
"NSUN4" "1" 46805849 46830824 "protein_coding" "1:p33"
"FAAH" "1" 46859937 46879520 "protein_coding" "1:p33"
"DMBX1" "1" 46972668 46979898 "protein_coding" "1:p33"
"KNCN" "1" 47011316 47017199 "protein_coding" "1:p33"
"MKNK1" "1" 47023090 47082515 "protein_coding" "1:p33"
"MOB3C" "1" 47073387 47082563 "protein_coding" "1:p33"
"ATPAF1" "1" 47098409 47139539 "protein_coding" "1:p33"
"EFCAB14" "1" 47124366 47184824 "protein_coding" "1:p33"
"TEX38" "1" 47134527 47139266 "protein_coding" "1:p33"
"CYP4B1" "1" 47223510 47285085 "protein_coding" "1:p33"
"CYP4A11" "1" 47394849 47407156 "protein_coding" "1:p33"
"CYP4X1" "1" 47427036 47516423 "protein_coding" "1:p33"
"CYP4Z1" "1" 47533160 47583991 "protein_coding" "1:p33"
"CYP4A22" "1" 47603107 47615413 "protein_coding" "1:p33"
"PDZK1IP1" "1" 47649265 47656716 "protein_coding" "1:p33"
"TAL1" "1" 47681962 47697892 "protein_coding" "1:p33"
"STIL" "1" 47715811 47779819 "protein_coding" "1:p33"
"CMPK1" "1" 47799469 47844511 "protein_coding" "1:p33"
"FOXE3" "1" 47881744 47883723 "protein_coding" "1:p33"
"FOXD2" "1" 47901689 47906363 "protein_coding" "1:p33"
"TRABD2B" "1" 48226200 48462567 "protein_coding" "1:p33"
"FLJ00388" "1" 48226979 48227290 "protein_coding" "1:p33"
"AL109659.1" "1" 48569306 48569878 "protein_coding" "1:p33"
"SLC5A9" "1" 48688357 48714316 "protein_coding" "1:p33"
"SPATA6" "1" 48761044 48937845 "protein_coding" "1:p33"
"AGBL4" "1" 48998527 50489585 "protein_coding" "1:p33"
"BEND5" "1" 49193195 49242641 "protein_coding" "1:p33"
"AL645730.2" "1" 50459990 50461874 "protein_coding" "1:p33"
"ELAVL4" "1" 50513686 50669458 "protein_coding" "1:p33"
"DMRTA2" "1" 50883222 50889172 "protein_coding" "1:p32.3"
"FAF1" "1" 50905150 51425935 "protein_coding" "1:p32.3"
"CDKN2C" "1" 51426417 51440305 "protein_coding" "1:p32.3"
"C1orf185" "1" 51567906 51613752 "protein_coding" "1:p32.3"
"RNF11" "1" 51701943 51739127 "protein_coding" "1:p32.3"
"TTC39A" "1" 51752930 51810788 "protein_coding" "1:p32.3"
"EPS15" "1" 51819935 51985000 "protein_coding" "1:p32.3"
"OSBPL9" "1" 52042851 52254889 "protein_coding" "1:p32.3"
"NRD1" "1" 52254863 52344477 "protein_coding" "1:p32.3"
"RAB3B" "1" 52373628 52456436 "protein_coding" "1:p32.3"
"TXNDC12" "1" 52485803 52521843 "protein_coding" "1:p32.3"
"KTI12" "1" 52497775 52499488 "protein_coding" "1:p32.3"
"BTF3L4" "1" 52521797 52556388 "protein_coding" "1:p32.3"
"ZFYVE9" "1" 52608046 52812358 "protein_coding" "1:p32.3"
"CC2D1B" "1" 52811395 52831865 "protein_coding" "1:p32.3"
"ORC1" "1" 52838501 52870131 "protein_coding" "1:p32.3"
"PRPF38A" "1" 52870236 52886511 "protein_coding" "1:p32.3"
"ZCCHC11" "1" 52873954 53019159 "protein_coding" "1:p32.3"
"GPX7" "1" 53068044 53074723 "protein_coding" "1:p32.3"
"FAM159A" "1" 53099016 53135355 "protein_coding" "1:p32.3"
"SELRC1" "1" 53152508 53164038 "protein_coding" "1:p32.3"
"ZYG11B" "1" 53192126 53293014 "protein_coding" "1:p32.3"
"ZYG11A" "1" 53308183 53360670 "protein_coding" "1:p32.3"
"ECHDC2" "1" 53361656 53392884 "protein_coding" "1:p32.3"
"SCP2" "1" 53392901 53517375 "protein_coding" "1:p32.3"
"PODN" "1" 53527854 53551174 "protein_coding" "1:p32.3"
"SLC1A7" "1" 53552855 53608289 "protein_coding" "1:p32.3"
"CPT2" "1" 53662101 53679869 "protein_coding" "1:p32.3"
"C1orf123" "1" 53679771 53686289 "protein_coding" "1:p32.3"
"MAGOH" "1" 53692564 53704282 "protein_coding" "1:p32.3"
"LRP8" "1" 53711217 53793742 "protein_coding" "1:p32.3"
"DMRTB1" "1" 53925072 53933161 "protein_coding" "1:p32.3"
"GLIS1" "1" 53971910 54199877 "protein_coding" "1:p32.3"
"NDC1" "1" 54231133 54304533 "protein_coding" "1:p32.3"
"YIPF1" "1" 54317392 54356407 "protein_coding" "1:p32.3"
"DIO1" "1" 54356912 54376759 "protein_coding" "1:p32.3"
"HSPB11" "1" 54382247 54411602 "protein_coding" "1:p32.3"
"LRRC42" "1" 54411750 54433841 "protein_coding" "1:p32.3"
"LDLRAD1" "1" 54474412 54483856 "protein_coding" "1:p32.3"
"TMEM59" "1" 54497347 54519177 "protein_coding" "1:p32.3"
"TCEANC2" "1" 54519260 54578192 "protein_coding" "1:p32.3"
"AL161915.1" "1" 54569968 54571750 "protein_coding" "1:p32.3"
"CDCP2" "1" 54598747 54619443 "protein_coding" "1:p32.3"
"RP11-446E24.4" "1" 54606897 54665746 "protein_coding" "1:p32.3"
"AL357673.1" "1" 54635333 54637997 "protein_coding" "1:p32.3"
"CYB5RL" "1" 54638009 54665709 "protein_coding" "1:p32.3"
"MRPL37" "1" 54649714 54691137 "protein_coding" "1:p32.3"
"SSBP3" "1" 54691105 54879152 "protein_coding" "1:p32.3"
"SSBP3-AS1" "1" 54703710 54704736 "protein_coding" "1:p32.3"
"ACOT11" "1" 55007930 55104865 "protein_coding" "1:p32.3"
"FAM151A" "1" 55074855 55089229 "protein_coding" "1:p32.3"
"MROH7-TTC4" "1" 55107459 55207981 "protein_coding" "1:p32.3"
"MROH7" "1" 55107463 55175939 "protein_coding" "1:p32.3"
"TTC4" "1" 55181495 55208330 "protein_coding" "1:p32.3"
"PARS2" "1" 55222571 55230187 "protein_coding" "1:p32.3"
"TTC22" "1" 55245385 55266940 "protein_coding" "1:p32.3"
"C1orf177" "1" 55271736 55307925 "protein_coding" "1:p32.3"
"DHCR24" "1" 55315306 55352891 "protein_coding" "1:p32.3"
"TMEM61" "1" 55446465 55457966 "protein_coding" "1:p32.3"
"BSND" "1" 55464606 55476556 "protein_coding" "1:p32.3"
"PCSK9" "1" 55505221 55530525 "protein_coding" "1:p32.3"
"USP24" "1" 55532032 55680786 "protein_coding" "1:p32.3"
"PPAP2B" "1" 56960419 57110974 "protein_coding" "1:p32.2"
"PRKAA2" "1" 57110995 57181008 "protein_coding" "1:p32.2"
"C1orf168" "1" 57184477 57285369 "protein_coding" "1:p32.2"
"C8A" "1" 57320479 57383894 "protein_coding" "1:p32.2"
"C8B" "1" 57394883 57431813 "protein_coding" "1:p32.2"
"DAB1" "1" 57460451 59012406 "protein_coding" "1:p32.2"
"OMA1" "1" 58881056 59012474 "protein_coding" "1:p32.2"
"TACSTD2" "1" 59041099 59043166 "protein_coding" "1:p32.1"
"MYSM1" "1" 59120411 59165764 "protein_coding" "1:p32.1"
"JUN" "1" 59246465 59249785 "protein_coding" "1:p32.1"
"FGGY" "1" 59762310 60233347 "protein_coding" "1:p32.1"
"HOOK1" "1" 60280458 60342050 "protein_coding" "1:p32.1"
"CYP2J2" "1" 60358980 60392462 "protein_coding" "1:p32.1"
"C1orf87" "1" 60452941 60539442 "protein_coding" "1:p32.1"
"NFIA" "1" 61330931 61928465 "protein_coding" "1:p31.3"
"TM2D1" "1" 62146718 62191095 "protein_coding" "1:p31.3"
"INADL" "1" 62208149 62629592 "protein_coding" "1:p31.3"
"L1TD1" "1" 62660503 62678000 "protein_coding" "1:p31.3"
"KANK4" "1" 62702651 62785085 "protein_coding" "1:p31.3"
"USP1" "1" 62901968 62917475 "protein_coding" "1:p31.3"
"DOCK7" "1" 62920399 63153969 "protein_coding" "1:p31.3"
"ANGPTL3" "1" 63063158 63071830 "protein_coding" "1:p31.3"
"AL138847.1" "1" 63073437 63075249 "protein_coding" "1:p31.3"
"ATG4C" "1" 63249806 63331184 "protein_coding" "1:p31.3"
"FOXD3" "1" 63788730 63790797 "protein_coding" "1:p31.3"
"ALG6" "1" 63833261 63904233 "protein_coding" "1:p31.3"
"ITGB3BP" "1" 63906441 64059392 "protein_coding" "1:p31.3"
"EFCAB7" "1" 63989043 64038364 "protein_coding" "1:p31.3"
"DLEU2L" "1" 64014588 64015405 "protein_coding" "1:p31.3"
"PGM1" "1" 64058947 64125916 "protein_coding" "1:p31.3"
"ROR1" "1" 64239693 64647181 "protein_coding" "1:p31.3"
"UBE2U" "1" 64669310 64733051 "protein_coding" "1:p31.3"
